manufacturer,model,category,registrations_count,month_year,state
"Hero Electric","Photon","ev_two_wheeler",73,"2021-11-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",69,"2021-11-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",63,"2021-11-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",54,"2021-11-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",160,"2021-11-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",142,"2021-11-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",107,"2021-11-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",79,"2021-11-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",87,"2021-11-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",78,"2021-11-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",128,"2021-12-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",101,"2021-12-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",82,"2021-12-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",70,"2021-12-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",70,"2021-12-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",86,"2021-12-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",235,"2021-12-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",209,"2021-12-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",175,"2021-12-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",174,"2021-12-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",139,"2021-12-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",169,"2021-12-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",77,"2021-12-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",69,"2021-12-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",49,"2021-12-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",40,"2021-12-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",39,"2021-12-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",49,"2021-12-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",43,"2021-12-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",39,"2021-12-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",26,"2021-12-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",23,"2021-12-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",26,"2021-12-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",24,"2021-12-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",79,"2021-12-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",79,"2021-12-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",51,"2021-12-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",48,"2021-12-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",53,"2021-12-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",56,"2021-12-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",94,"2021-12-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",77,"2021-12-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",60,"2021-12-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",63,"2021-12-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",55,"2021-12-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",56,"2021-12-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",134,"2022-01-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",116,"2022-01-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",77,"2022-01-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",72,"2022-01-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",66,"2022-01-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",80,"2022-01-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",384,"2022-01-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",260,"2022-01-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",278,"2022-01-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",202,"2022-01-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",227,"2022-01-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",201,"2022-01-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",83,"2022-01-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",59,"2022-01-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",54,"2022-01-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",45,"2022-01-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",43,"2022-01-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",43,"2022-01-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",38,"2022-01-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",29,"2022-01-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",28,"2022-01-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",20,"2022-01-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",26,"2022-01-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",20,"2022-01-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",70,"2022-01-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",66,"2022-01-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",49,"2022-01-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",45,"2022-01-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",48,"2022-01-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",48,"2022-01-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",133,"2022-01-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",109,"2022-01-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",101,"2022-01-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",74,"2022-01-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",84,"2022-01-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",78,"2022-01-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",147,"2022-02-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",135,"2022-02-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",117,"2022-02-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",102,"2022-02-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",97,"2022-02-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",97,"2022-02-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",349,"2022-02-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",312,"2022-02-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",236,"2022-02-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",247,"2022-02-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",200,"2022-02-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",216,"2022-02-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",79,"2022-02-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",64,"2022-02-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",59,"2022-02-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",46,"2022-02-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",44,"2022-02-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",44,"2022-02-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",50,"2022-02-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",37,"2022-02-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",31,"2022-02-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",30,"2022-02-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",24,"2022-02-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",29,"2022-02-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",84,"2022-02-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",64,"2022-02-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",61,"2022-02-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",49,"2022-02-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",50,"2022-02-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",40,"2022-02-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",127,"2022-02-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",101,"2022-02-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",82,"2022-02-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",73,"2022-02-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",65,"2022-02-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",72,"2022-02-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",144,"2022-03-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",118,"2022-03-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",109,"2022-03-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",77,"2022-03-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",78,"2022-03-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",88,"2022-03-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",348,"2022-03-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",275,"2022-03-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",209,"2022-03-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",177,"2022-03-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",211,"2022-03-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",223,"2022-03-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",66,"2022-03-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",63,"2022-03-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",56,"2022-03-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",45,"2022-03-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",38,"2022-03-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",40,"2022-03-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",39,"2022-03-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",30,"2022-03-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",23,"2022-03-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",19,"2022-03-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",24,"2022-03-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",23,"2022-03-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",58,"2022-03-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",56,"2022-03-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",42,"2022-03-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",35,"2022-03-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",41,"2022-03-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",36,"2022-03-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",116,"2022-03-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",108,"2022-03-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",87,"2022-03-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",69,"2022-03-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",73,"2022-03-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",59,"2022-03-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",149,"2022-04-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",145,"2022-04-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",90,"2022-04-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",97,"2022-04-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",92,"2022-04-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",97,"2022-04-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",407,"2022-04-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",402,"2022-04-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",321,"2022-04-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",237,"2022-04-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",231,"2022-04-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",231,"2022-04-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",104,"2022-04-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",91,"2022-04-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",66,"2022-04-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",61,"2022-04-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",67,"2022-04-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",64,"2022-04-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",42,"2022-04-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",38,"2022-04-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",33,"2022-04-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",26,"2022-04-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",28,"2022-04-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",24,"2022-04-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",69,"2022-04-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",69,"2022-04-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",56,"2022-04-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",46,"2022-04-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",46,"2022-04-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",51,"2022-04-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",128,"2022-04-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",125,"2022-04-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",97,"2022-04-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",77,"2022-04-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",71,"2022-04-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",81,"2022-04-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",192,"2022-05-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",140,"2022-05-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",112,"2022-05-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",118,"2022-05-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",108,"2022-05-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",115,"2022-05-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",440,"2022-05-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",366,"2022-05-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",318,"2022-05-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",238,"2022-05-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",239,"2022-05-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",259,"2022-05-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",109,"2022-05-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",76,"2022-05-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",76,"2022-05-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",62,"2022-05-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",64,"2022-05-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",51,"2022-05-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",52,"2022-05-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",40,"2022-05-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",37,"2022-05-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",28,"2022-05-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",25,"2022-05-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",29,"2022-05-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",74,"2022-05-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",68,"2022-05-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",59,"2022-05-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",51,"2022-05-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",50,"2022-05-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",44,"2022-05-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",153,"2022-05-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",121,"2022-05-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",108,"2022-05-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",89,"2022-05-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",100,"2022-05-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",106,"2022-05-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",152,"2022-06-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",122,"2022-06-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",122,"2022-06-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",100,"2022-06-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",94,"2022-06-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",82,"2022-06-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",405,"2022-06-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",407,"2022-06-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",353,"2022-06-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",257,"2022-06-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",280,"2022-06-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",275,"2022-06-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",122,"2022-06-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",111,"2022-06-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",81,"2022-06-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",59,"2022-06-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",66,"2022-06-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",66,"2022-06-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",50,"2022-06-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",41,"2022-06-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",36,"2022-06-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",24,"2022-06-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",24,"2022-06-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",30,"2022-06-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",68,"2022-06-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",60,"2022-06-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",55,"2022-06-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",37,"2022-06-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",38,"2022-06-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",42,"2022-06-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",181,"2022-06-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",132,"2022-06-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",102,"2022-06-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",103,"2022-06-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",88,"2022-06-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",87,"2022-06-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",210,"2022-07-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",157,"2022-07-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",125,"2022-07-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",118,"2022-07-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",103,"2022-07-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",104,"2022-07-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",522,"2022-07-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",487,"2022-07-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",353,"2022-07-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",257,"2022-07-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",301,"2022-07-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",254,"2022-07-01","Gujarat"
"TVS Motor","iQube","ev_two_wheeler",102,"2022-07-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",101,"2022-07-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",86,"2022-07-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",65,"2022-07-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",61,"2022-07-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",71,"2022-07-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",48,"2022-07-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",45,"2022-07-01","Karnataka"
"Bajaj Auto","Chetak","ev_two_wheeler",32,"2022-07-01","Delhi"
"Bajaj Auto","Chetak","ev_two_wheeler",35,"2022-07-01","Tamil Nadu"
"Bajaj Auto","Chetak","ev_two_wheeler",35,"2022-07-01","Uttar Pradesh"
"Bajaj Auto","Chetak","ev_two_wheeler",29,"2022-07-01","Gujarat"
"Hero Electric","Photon","ev_two_wheeler",62,"2022-07-01","Maharashtra"
"Hero Electric","Photon","ev_two_wheeler",59,"2022-07-01","Karnataka"
"Hero Electric","Photon","ev_two_wheeler",57,"2022-07-01","Delhi"
"Hero Electric","Photon","ev_two_wheeler",42,"2022-07-01","Tamil Nadu"
"Hero Electric","Photon","ev_two_wheeler",41,"2022-07-01","Uttar Pradesh"
"Hero Electric","Photon","ev_two_wheeler",46,"2022-07-01","Gujarat"
"Tata Motors","Nexon EV","ev_four_wheeler",169,"2022-07-01","Maharashtra"
"Tata Motors","Nexon EV","ev_four_wheeler",138,"2022-07-01","Karnataka"
"Tata Motors","Nexon EV","ev_four_wheeler",103,"2022-07-01","Delhi"
"Tata Motors","Nexon EV","ev_four_wheeler",106,"2022-07-01","Tamil Nadu"
"Tata Motors","Nexon EV","ev_four_wheeler",91,"2022-07-01","Uttar Pradesh"
"Tata Motors","Nexon EV","ev_four_wheeler",106,"2022-07-01","Gujarat"
"Ather Energy","450X","ev_two_wheeler",195,"2022-08-01","Maharashtra"
"Ather Energy","450X","ev_two_wheeler",182,"2022-08-01","Karnataka"
"Ather Energy","450X","ev_two_wheeler",141,"2022-08-01","Delhi"
"Ather Energy","450X","ev_two_wheeler",123,"2022-08-01","Tamil Nadu"
"Ather Energy","450X","ev_two_wheeler",138,"2022-08-01","Uttar Pradesh"
"Ather Energy","450X","ev_two_wheeler",105,"2022-08-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",501,"2022-08-01","Maharashtra"
"Ola Electric","S1 Pro","ev_two_wheeler",396,"2022-08-01","Karnataka"
"Ola Electric","S1 Pro","ev_two_wheeler",362,"2022-08-01","Delhi"
"Ola Electric","S1 Pro","ev_two_wheeler",270,"2022-08-01","Tamil Nadu"
"Ola Electric","S1 Pro","ev_two_wheeler",274,"2022-08-01","Uttar Pradesh"
"Ola Electric","S1 Pro","ev_two_wheeler",277,"2022-08-01","Gujarat"
"Ola Electric","S1 Pro","ev_two_wheeler",22,"2022-08-01","Rajasthan"
"TVS Motor","iQube","ev_two_wheeler",99,"2022-08-01","Maharashtra"
"TVS Motor","iQube","ev_two_wheeler",88,"2022-08-01","Karnataka"
"TVS Motor","iQube","ev_two_wheeler",89,"2022-08-01","Delhi"
"TVS Motor","iQube","ev_two_wheeler",63,"2022-08-01","Tamil Nadu"
"TVS Motor","iQube","ev_two_wheeler",65,"2022-08-01","Uttar Pradesh"
"TVS Motor","iQube","ev_two_wheeler",64,"2022-08-01","Gujarat"
"Bajaj Auto","Chetak","ev_two_wheeler",49,"2022-08-01","Maharashtra"
"Bajaj Auto","Chetak","ev_two_wheeler",53,"2022-08-01","Karnataka"
